Expedicion,Andinista,Pais,Cumbre,Latitud,Longitud,Fecha
94,2,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-05-19
95,1,Italia,Torres del Paine,-50.941552,-73.404732,2015-02-22
95,2,Italia,Torres del Paine,-50.941552,-73.404732,2015-02-22
96,1,Chile,Volcán Socompa,-24.3958333,-68.2458333,2016-03-23
96,2,Chile,Volcán Socompa,-24.3958333,-68.2458333,2016-03-23
96,1,Chile,Volcán Salin,-24.3317,-68.0639,2016-03-21
96,2,Chile,Volcán Salin,-24.3317,-68.0639,2016-03-21
97,1,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-07-31
97,2,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-07-31
97,3,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-07-31
97,4,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-07-31
97,1,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-06
97,2,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-06
97,3,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-06
97,4,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-06
98,1,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-04-11
98,2,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-04-11
99,1,USA,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-07-06
99,2,USA,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-07-06
100,1,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-28
100,2,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-28
100,3,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-28
100,4,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-28
100,5,República Checa,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-28
100,1,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-24
100,2,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-24
100,3,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-24
100,4,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-24
100,5,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-24
101,1,Canadá,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-08-18
102,1,USA,Torres del Paine,-50.941552,-73.404732,2016-03-31
102,2,USA,Torres del Paine,-50.941552,-73.404732,2016-03-31
103,1,USA,Volcán Tupungato,-36.6236493,-72.0842141,2014-02-14
103,2,USA,Volcán Tupungato,-36.6236493,-72.0842141,2014-02-14
103,3,USA,Volcán Tupungato,-36.6236493,-72.0842141,2014-02-14
103,4,USA,Volcán Tupungato,-36.6236493,-72.0842141,2014-02-14
103,5,USA,Volcán Tupungato,-36.6236493,-72.0842141,2014-02-14
103,6,USA,Volcán Tupungato,-36.6236493,-72.0842141,2014-02-14
104,1,USA,Cerro Juncal,-33.0402777,-70.0836111,2014-05-05
104,2,USA,Cerro Juncal,-33.0402777,-70.0836111,2014-05-05
104,3,USA,Cerro Juncal,-33.0402777,-70.0836111,2014-05-05
104,4,USA,Cerro Juncal,-33.0402777,-70.0836111,2014-05-05
104,5,USA,Cerro Juncal,-33.0402777,-70.0836111,2014-05-05
104,6,USA,Cerro Juncal,-33.0402777,-70.0836111,2014-05-05
105,1,USA,Torres del Paine,-50.941552,-73.404732,2014-04-08
106,1,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-06-07
106,2,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-06-07
107,1,Argentina,Cerro Los Maitenes,-34.3638889,-71.5544444,2016-02-10
107,2,Argentina,Cerro Los Maitenes,-34.3638889,-71.5544444,2016-02-10
108,1,Indonesia,Torres del Paine,-50.941552,-73.404732,2014-02-28
108,2,Rusia,Torres del Paine,-50.941552,-73.404732,2014-02-28
109,1,Bolivia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,2,Bolivia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,3,Bolivia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,4,Bolivia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,5,Bolivia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,6,Bolivia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,7,Bolivia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,8,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,9,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,10,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,11,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,12,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,13,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,14,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,15,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,16,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,17,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,18,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,19,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,20,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,21,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
109,22,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-08-02
110,1,España,Torres del Paine,-50.941552,-73.404732,2015-04-10
110,2,España,Torres del Paine,-50.941552,-73.404732,2015-04-10
110,1,España,Volcán Villarrica,-39.42083330000001,-71.9391666,2015-04-11
110,2,España,Volcán Villarrica,-39.42083330000001,-71.9391666,2015-04-11
110,1,España,Volcán Lanin,-39.6372198,-71.50235090000001,2015-04-17
110,2,España,Volcán Lanin,-39.6372198,-71.50235090000001,2015-04-17
111,1,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2016-03-26
111,1,Alemania,Volcán San Pedro,-21.8875,-68.3916666,2016-03-20
111,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2016-03-25
111,1,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-03-29
111,1,Alemania,Cerro Incahuasi,-25.4333333,-67.25,2016-03-26
111,1,Alemania,Cerro Vicuñas,-27.0214,-68.6189,2016-03-27
111,1,Alemania,Cerro Barrancas Blancas,-28.2333333,-69.0333333,2016-03-27
112,1,Canadá,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-10
112,2,Canadá,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-10
112,3,Canadá,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-10
112,4,Argentina,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-10-10
112,1,Canadá,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-12
112,2,Canadá,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-12
112,3,Canadá,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-12
112,4,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-12
113,1,Italia,Monte Sarmiento,-54.45,-70.8399999,2015-09-13
113,2,Italia,Monte Sarmiento,-54.45,-70.8399999,2015-09-13
113,3,Italia,Monte Sarmiento,-54.45,-70.8399999,2015-09-13
113,4,Italia,Monte Sarmiento,-54.45,-70.8399999,2015-09-13
113,5,Italia,Monte Sarmiento,-54.45,-70.8399999,2015-09-13
114,1,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-01-16
114,2,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-01-16
114,3,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-01-16
114,4,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-01-16
114,5,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-01-16
114,6,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-01-16
114,1,España,Torres del Paine: Torre Central,-50.941552,-73.404732,2014-01-22
114,2,España,Torres del Paine: Torre Central,-50.941552,-73.404732,2014-01-22
114,3,España,Torres del Paine: Torre Central,-50.941552,-73.404732,2014-01-22
114,4,España,Torres del Paine: Torre Central,-50.941552,-73.404732,2014-01-22
114,5,España,Torres del Paine: Torre Central,-50.941552,-73.404732,2014-01-22
114,6,España,Torres del Paine: Torre Central,-50.941552,-73.404732,2014-01-22
115,1,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-06-23
116,1,España,Cerro Mulas Muertas,-26.9472222,-68.5105556,2014-09-19
116,1,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-09-12
117,1,Brasil,Volcán Sollipulli,-38.966667,-71.51666700000001,2015-05-16
117,2,Brasil,Volcán Sollipulli,-38.966667,-71.51666700000001,2015-05-16
117,3,Brasil,Volcán Sollipulli,-38.966667,-71.51666700000001,2015-05-16
117,1,Brasil,Volcán Llaima,-38.6970035,-71.7300028,2015-05-21
117,2,Brasil,Volcán Llaima,-38.6970035,-71.7300028,2015-05-21
117,3,Brasil,Volcán Llaima,-38.6970035,-71.7300028,2015-05-21
117,1,Brasil,Volcán Sierra Nevada,-36.6233758,-72.0832987,2015-05-27
117,2,Brasil,Volcán Sierra Nevada,-36.6233758,-72.0832987,2015-05-27
117,3,Brasil,Volcán Sierra Nevada,-36.6233758,-72.0832987,2015-05-27
117,1,Brasil,Volcán Lonquimay,-38.3808333,-71.5866666,2015-05-21
117,2,Brasil,Volcán Lonquimay,-38.3808333,-71.5866666,2015-05-21
117,3,Brasil,Volcán Lonquimay,-38.3808333,-71.5866666,2015-05-21
117,1,Brasil,Volcán Villarrica,-39.42083330000001,-71.9391666,2015-05-22
117,2,Brasil,Volcán Villarrica,-39.42083330000001,-71.9391666,2015-05-22
117,3,Brasil,Volcán Villarrica,-39.42083330000001,-71.9391666,2015-05-22
117,1,Brasil,Volcán Calbuco,-41.33,-72.6183333,2015-05-17
117,2,Brasil,Volcán Calbuco,-41.33,-72.6183333,2015-05-17
117,3,Brasil,Volcán Calbuco,-41.33,-72.6183333,2015-05-17
117,1,Brasil,Volcán Osorno ,-41.1041666,-72.4958333,2015-05-10
117,2,Brasil,Volcán Osorno ,-41.1041666,-72.4958333,2015-05-10
117,3,Brasil,Volcán Osorno ,-41.1041666,-72.4958333,2015-05-10
117,1,Brasil,Volcán Casablanca,-40.771389,-72,2015-05-10
117,2,Brasil,Volcán Casablanca,-40.771389,-72,2015-05-10
117,3,Brasil,Volcán Casablanca,-40.771389,-72,2015-05-10
118,1,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-29
118,2,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-29
118,3,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-29
118,4,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-29
118,5,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-29
118,6,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-29
118,7,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2015-12-29
119,1,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-07-27
120,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-03-19
121,1,Holanda,Torres del Paine: Valle del Francés,-50.941552,-73.404732,2015-01-03
121,2,Suiza,Torres del Paine: Valle del Francés,-50.941552,-73.404732,2015-01-03
121,1,Holanda,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2014-12-29
121,2,Suiza,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2014-12-29
122,1,Alemania,Volcán Tupungato,-36.6236493,-72.0842141,2015-07-21
122,1,Alemania,Volcán Cerro Alto,-33.468313,-69.815124,2015-07-21
123,1,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2015-02-13
123,2,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2015-02-13
123,3,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2015-02-13
123,4,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2015-02-13
123,5,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2015-02-13
124,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-13
124,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-13
124,3,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-13
125,1,Alemania,Volcán Tupungato,-36.6236493,-72.0842141,2014-11-06
126,1,Austria,Volcán Licancabur,-22.8333333,-67.8833333,2014-07-15
126,2,Austria,Volcán Licancabur,-22.8333333,-67.8833333,2014-07-15
126,1,Austria,Volcán El Toco,-22.939412,-67.775574,2014-07-16
126,2,Austria,Volcán El Toco,-22.939412,-67.775574,2014-07-16
126,1,Austria,Volcán El Tatio,-22.259622,-68.022059,2014-07-19
126,2,Austria,Volcán El Tatio,-22.259622,-68.022059,2014-07-19
127,1,Francia,Cerro El Marmolejo,-33.735,-69.8783333,2014-12-15
127,2,Francia,Cerro El Marmolejo,-33.735,-69.8783333,2014-12-15
128,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-03-09
128,1,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-03-10
129,1,Eslovaquia,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-25
129,2,Eslovaquia,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-25
129,3,Eslovaquia,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-25
129,4,Eslovaquia,Cerro El Marmolejo,-33.735,-69.8783333,2015-12-25
129,1,Eslovaquia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-26
129,2,Eslovaquia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-26
129,3,Eslovaquia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-26
129,4,Eslovaquia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-26
129,1,Eslovaquia,Volcán Licancabur,-22.8333333,-67.8833333,2015-12-19
129,2,Eslovaquia,Volcán Licancabur,-22.8333333,-67.8833333,2015-12-19
129,3,Eslovaquia,Volcán Licancabur,-22.8333333,-67.8833333,2015-12-19
129,4,Eslovaquia,Volcán Licancabur,-22.8333333,-67.8833333,2015-12-19
130,1,Argentina,Monte Sarmiento,-54.45,-70.8399999,2015-10-03
130,2,Argentina,Monte Sarmiento,-54.45,-70.8399999,2015-10-03
131,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-09-08
131,2,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-09-08
131,3,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-09-08
131,4,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-09-08
131,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-09-04
131,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-09-04
131,3,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-09-04
131,4,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-09-04
132,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-02
132,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-02
132,3,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-02
132,4,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-02
132,5,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-02
132,6,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-12-02
133,1,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2014-06-05
133,1,Alemania,Volcán Tupungato,-36.6236493,-72.0842141,2014-06-05
134,1,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2014-11-17
135,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-18
135,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-18
135,3,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-18
135,4,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-18
135,5,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-18
135,6,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-18
135,7,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-18
135,8,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-01-18
136,1,Chile,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-04-17
136,2,Argentina,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-04-17
137,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-03-06
137,2,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-03-06
137,1,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-03-07
137,2,Alemania,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-03-07
138,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-07-29
138,2,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-07-29
138,3,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-07-29
138,4,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-07-29
138,5,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2015-07-29
139,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-08-09
139,2,Italia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-08-09
140,1,República Checa,Cerro Vicuñas,-27.0214,-68.6189,2015-03-13
140,2,República Checa,Cerro Vicuñas,-27.0214,-68.6189,2015-03-13
140,1,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-03-09
140,2,República Checa,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-03-09
141,1,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-03-29
141,2,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-03-29
141,3,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-03-29
141,4,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-03-29
141,5,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-03-29
141,6,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-03-29
141,7,Polonia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-03-29
142,1,Irlanda,Torres del Paine: Cerro Catedral,-50.941552,-73.404732,2015-11-08
142,2,Bélgica,Torres del Paine: Cerro Catedral,-50.941552,-73.404732,2015-11-08
142,3,Bélgica,Torres del Paine: Cerro Catedral,-50.941552,-73.404732,2015-11-08
143,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-28
143,1,Argentina,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-05-30
144,1,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2014-10-16
144,2,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2014-10-16
145,1,USA,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-09-22
146,1,Rusia,Cerro Los Patos,-27.3,-68.8083333,2016-02-20
146,2,Rusia,Cerro Los Patos,-27.3,-68.8083333,2016-02-20
146,3,Rusia,Cerro Los Patos,-27.3,-68.8083333,2016-02-20
146,4,Rusia,Cerro Los Patos,-27.3,-68.8083333,2016-02-20
146,5,Rusia,Cerro Los Patos,-27.3,-68.8083333,2016-02-20
146,6,Rusia,Cerro Los Patos,-27.3,-68.8083333,2016-02-20
146,7,Rusia,Cerro Los Patos,-27.3,-68.8083333,2016-02-20
146,8,Rusia,Cerro Los Patos,-27.3,-68.8083333,2016-02-20
146,1,Rusia,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-02-14
146,2,Rusia,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-02-14
146,3,Rusia,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-02-14
146,4,Rusia,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-02-14
146,5,Rusia,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-02-14
146,6,Rusia,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-02-14
146,7,Rusia,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-02-14
146,8,Rusia,Cerro Mulas Muertas,-26.9472222,-68.5105556,2016-02-14
146,1,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-19
146,2,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-19
146,3,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-19
146,4,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-19
146,5,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-19
146,6,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-19
146,7,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-19
146,8,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-19
147,1,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2015-09-30
147,2,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2015-09-30
148,1,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2016-02-22
148,2,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2016-02-22
148,1,USA,Torres del Paine: Valle del Ascencio,-50.941552,-73.404732,2016-02-19
148,2,USA,Torres del Paine: Valle del Ascencio,-50.941552,-73.404732,2016-02-19
149,1,Suiza,Cerro Las Tórtolas,-29.938888,-69.907222,2016-04-06
149,2,Suiza,Cerro Las Tórtolas,-29.938888,-69.907222,2016-04-06
150,1,Brasil,Cerro El Marmolejo,-33.735,-69.8783333,2014-10-12
151,1,Brasil,Volcán Tupungato,-36.6236493,-72.0842141,2014-07-23
152,1,USA,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-11-06
152,1,USA,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-11-03
152,1,USA,Cerro Siete Hermanos,-27.019025,-69.198167,2014-11-07
152,1,USA,Cerro Mulas Muertas,-26.9472222,-68.5105556,2014-11-09
153,1,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,2,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,3,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,4,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,5,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,6,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,7,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,8,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,9,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,10,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,11,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,12,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,13,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
153,14,Francia,Volcán Tupungato,-36.6236493,-72.0842141,2014-05-05
154,1,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2014-08-29
154,2,Argentina,Volcán Tupungato,-36.6236493,-72.0842141,2014-08-29
155,1,Rumania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-04-11
156,1,Perú,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,2,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,3,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,4,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,5,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,6,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,7,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,8,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,9,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,10,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
156,11,Francia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-03
157,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-21
157,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-21
157,3,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-21
157,4,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2016-02-21
158,1,Chile,Cerro El Marmolejo,-33.735,-69.8783333,2014-05-05
158,2,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2014-05-05
158,3,Alemania,Cerro El Marmolejo,-33.735,-69.8783333,2014-05-05
159,1,Inglaterra,Volcán Llullaillaco,-24.7206512,-68.5365522,2015-08-25
159,1,Inglaterra,Cerro Incahuasi,-25.4333333,-67.25,2015-08-18
159,1,Inglaterra,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-08-19
160,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-21
160,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-21
161,1,Francia,Volcán San José,-33.7833333,-69.9166667,2014-08-02
161,2,Francia,Volcán San José,-33.7833333,-69.9166667,2014-08-02
161,3,Francia,Volcán San José,-33.7833333,-69.9166667,2014-08-02
161,1,Francia,Cerro El Marmolejo,-33.735,-69.8783333,2014-08-07
161,2,Francia,Cerro El Marmolejo,-33.735,-69.8783333,2014-08-07
161,3,Francia,Cerro El Marmolejo,-33.735,-69.8783333,2014-08-07
162,1,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-14
162,2,Rusia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-05-14
163,1,Argentina,Nevado Tres Cruces,-27.0833333,-68.7666667,2015-06-05
164,1,Argentina,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-02-27
164,2,Argentina,Nevado Tres Cruces,-27.0833333,-68.7666667,2016-02-27
165,1,Alemania,Cerro Olivares,-30.298333,-69.901111,2015-08-18
165,2,Alemania,Cerro Olivares,-30.298333,-69.901111,2015-08-18
165,3,Alemania,Cerro Olivares,-30.298333,-69.901111,2015-08-18
165,4,Alemania,Cerro Olivares,-30.298333,-69.901111,2015-08-18
165,5,Alemania,Cerro Olivares,-30.298333,-69.901111,2015-08-18
166,1,Argentina,Nevado Tres Cruces,-27.0833333,-68.7666667,2014-01-19
167,1,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-07-31
167,2,España,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-07-31
167,3,Chile,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-07-31
167,1,Inglaterra,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-19
