Expedicion,Andinista,Pais,Cumbre,Latitud,Longitud,Fecha
222,4,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
222,5,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
222,6,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
222,7,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
222,8,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
222,9,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
222,10,Suiza,Cerro Milagro,-35.3013889,-71.4422222,2014-04-26
222,1,Alemania,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,2,Alemania,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,3,Alemania,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,4,Alemania,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,5,Alemania,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,6,Alemania,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,7,Alemania,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,8,Alemania,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,9,Alemania,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,10,Suiza,Volcán Colorado,-22.5925,-67.9216667,2014-04-25
222,1,Alemania,Volcán El Toco,-22.939412,-67.775574,2014-04-20
222,2,Alemania,Volcán El Toco,-22.939412,-67.775574,2014-04-20
222,3,Alemania,Volcán El Toco,-22.939412,-67.775574,2014-04-20
222,4,Alemania,Volcán El Toco,-22.939412,-67.775574,2014-04-20
222,5,Alemania,Volcán El Toco,-22.939412,-67.775574,2014-04-20
222,6,Alemania,Volcán El Toco,-22.939412,-67.775574,2014-04-20
222,7,Alemania,Volcán El Toco,-22.939412,-67.775574,2014-04-20
222,8,Alemania,Volcán El Toco,-22.939412,-67.775574,2014-04-20
222,9,Alemania,Volcán El Toco,-22.939412,-67.775574,2014-04-20
222,10,Suiza,Volcán El Toco,-22.939412,-67.775574,2014-04-20
223,1,Polonia,Volcán Guallatiri,-18.4244444,-69.0902778,2015-11-03
224,1,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,2,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,3,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,4,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,5,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,6,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,7,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,8,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,9,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,10,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,11,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,12,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,13,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,14,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,15,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,16,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,17,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,18,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,19,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,20,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,21,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,22,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,23,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,24,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,25,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,26,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,27,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,28,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,29,Inglaterra,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,30,Irlanda,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,31,Francia,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,32,República Checa,Volcán Tarapacá,-33.6665746,-70.74688379999999,2014-09-23
224,1,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,2,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,3,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,4,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,5,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,6,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,7,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,8,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,9,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,10,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,11,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,12,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,13,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,14,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,15,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,16,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,17,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,18,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,19,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,20,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,21,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,22,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,23,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,24,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,25,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,26,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,27,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,28,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,29,Inglaterra,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,30,Irlanda,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,31,Francia,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
224,32,República Checa,Cerro Guane Guane,-18.149758,-69.271992,2014-09-20
225,1,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-10
225,2,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-10
225,3,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-10-10
226,1,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,2,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,3,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,4,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,5,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,6,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,7,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,8,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,9,Alemania,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,10,Rusia,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,11,Austria,Cerro Milagro,-35.3013889,-71.4422222,2016-04-13
226,1,Alemania,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,2,Alemania,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,3,Alemania,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,4,Alemania,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,5,Alemania,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,6,Alemania,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,7,Alemania,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,8,Alemania,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,9,Alemania,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,10,Rusia,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,11,Austria,Volcán Colorado,-22.5925,-67.9216667,2016-04-07
226,1,Alemania,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,2,Alemania,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,3,Alemania,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,4,Alemania,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,5,Alemania,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,6,Alemania,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,7,Alemania,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,8,Alemania,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,9,Alemania,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,10,Rusia,Volcán El Toco,-22.939412,-67.775574,2016-04-13
226,11,Austria,Volcán El Toco,-22.939412,-67.775574,2016-04-13
227,1,Alemania,Cerro Guane Guane,-18.149758,-69.271992,2016-02-26
227,2,Alemania,Cerro Guane Guane,-18.149758,-69.271992,2016-02-26
227,3,Alemania,Cerro Guane Guane,-18.149758,-69.271992,2016-02-26
227,4,Alemania,Cerro Guane Guane,-18.149758,-69.271992,2016-02-26
227,5,Alemania,Cerro Guane Guane,-18.149758,-69.271992,2016-02-26
227,6,Alemania,Cerro Guane Guane,-18.149758,-69.271992,2016-02-26
227,1,Alemania,Cerro Chihuana,-18.9366666,-69.0213888,2016-02-21
227,2,Alemania,Cerro Chihuana,-18.9366666,-69.0213888,2016-02-21
227,3,Alemania,Cerro Chihuana,-18.9366666,-69.0213888,2016-02-21
227,4,Alemania,Cerro Chihuana,-18.9366666,-69.0213888,2016-02-21
227,5,Alemania,Cerro Chihuana,-18.9366666,-69.0213888,2016-02-21
227,6,Alemania,Cerro Chihuana,-18.9366666,-69.0213888,2016-02-21
228,1,Francia,Volcán Tatio,-22.9151489,-68.1929586,2016-04-14
228,2,Francia,Volcán Tatio,-22.9151489,-68.1929586,2016-04-14
228,3,Francia,Volcán Tatio,-22.9151489,-68.1929586,2016-04-14
228,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-04-07
228,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-04-07
228,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,2016-04-07
228,1,Francia,Volcán Pili,-23.281547,-67.618051,2016-04-06
228,2,Francia,Volcán Pili,-23.281547,-67.618051,2016-04-06
228,3,Francia,Volcán Pili,-23.281547,-67.618051,2016-04-06
229,1,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
229,2,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
229,3,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
229,4,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
229,5,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
229,6,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
229,7,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
229,8,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
229,9,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
229,10,Francia,Volcán Lascar,-23.3630556,-67.7313889,2014-09-28
230,1,España,Volcán Guallatiri,-18.4244444,-69.0902778,2015-10-18
230,2,España,Volcán Guallatiri,-18.4244444,-69.0902778,2015-10-18
231,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-22
231,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-22
231,3,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-22
231,4,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-22
231,5,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-22
231,6,Austria,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-02-22
232,1,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-20
232,2,Francia,Volcán Guallatiri,-18.4244444,-69.0902778,2014-12-20
233,1,Suiza,Volcán Tupungato,-36.6236493,-72.0842141,2015-01-22
233,2,Suiza,Volcán Tupungato,-36.6236493,-72.0842141,2015-01-22
234,1,Suiza,Cerro Soquete,-22.388333,-67.968507,2014-10-31
234,2,Suiza,Cerro Soquete,-22.388333,-67.968507,2014-10-31
234,3,Suiza,Cerro Soquete,-22.388333,-67.968507,2014-10-31
234,4,Suiza,Cerro Soquete,-22.388333,-67.968507,2014-10-31
234,5,Suiza,Cerro Soquete,-22.388333,-67.968507,2014-10-31
234,6,Suiza,Cerro Soquete,-22.388333,-67.968507,2014-10-31
234,7,Suiza,Cerro Soquete,-22.388333,-67.968507,2014-10-31
234,8,Chile,Cerro Soquete,-22.388333,-67.968507,2014-10-31
235,1,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,2014-10-01
235,2,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,2014-10-01
235,3,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,2014-10-01
235,4,Alemania,Volcán Parinacota,-18.1633405,-69.1426512,2014-10-01
235,5,Bolivia,Volcán Parinacota,-18.1633405,-69.1426512,2014-10-01
235,6,Chile,Volcán Parinacota,-18.1633405,-69.1426512,2014-10-01
236,1,Inglaterra,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-14
236,2,Inglaterra,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-14
236,3,Irlanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-14
236,4,Irlanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-14
236,5,Irlanda,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-06-14
237,1,USA,Volcán Llullaillaco,-24.7206512,-68.5365522,2014-01-28
237,2,USA,Volcán Llullaillaco,-24.7206512,-68.5365522,2014-01-28
238,1,Francia,Volcán El Toco,-22.939412,-67.775574,2015-06-20
238,2,Francia,Volcán El Toco,-22.939412,-67.775574,2015-06-20
238,3,Francia,Volcán El Toco,-22.939412,-67.775574,2015-06-20
238,4,Francia,Volcán El Toco,-22.939412,-67.775574,2015-06-20
238,5,Francia,Volcán El Toco,-22.939412,-67.775574,2015-06-20
238,6,Francia,Volcán El Toco,-22.939412,-67.775574,2015-06-20
239,1,España,Volcán San José,-33.7833333,-69.9166667,2015-07-11
239,2,España,Volcán San José,-33.7833333,-69.9166667,2015-07-11
240,1,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-19
240,2,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-19
240,3,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-19
240,4,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-04-19
241,1,Alemania,Cerro Soquete,-22.388333,-67.968507,2014-05-11
242,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,3,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,4,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,5,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,6,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,7,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,8,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,9,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,10,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,11,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,12,Suiza,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,13,Italia,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,14,Argentina,Nevado Ojos del Salado,-27.1091666,-68.5408333,2015-02-24
242,1,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,2,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,3,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,4,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,5,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,6,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,7,Alemania,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,8,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,9,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,10,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,11,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,12,Suiza,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,13,Italia,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,14,Argentina,Volcán Licancabur,-22.8333333,-67.8833333,2015-02-20
242,1,Alemania,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,2,Alemania,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,3,Alemania,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,4,Alemania,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,5,Alemania,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,6,Alemania,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,7,Alemania,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,8,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,9,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,10,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,11,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,12,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,13,Italia,Cerro Soquete,-22.388333,-67.968507,2015-02-16
242,14,Argentina,Cerro Soquete,-22.388333,-67.968507,2015-02-16
243,1,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-07-23
243,2,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-07-23
243,3,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-07-23
243,4,Alemania,Volcán San Francisco,-33.4943868,-70.5772164,2014-07-23
243,1,Alemania,Cerro Vicuñas,-27.0214,-68.6189,2014-07-19
243,2,Alemania,Cerro Vicuñas,-27.0214,-68.6189,2014-07-19
243,3,Alemania,Cerro Vicuñas,-27.0214,-68.6189,2014-07-19
243,4,Alemania,Cerro Vicuñas,-27.0214,-68.6189,2014-07-19
243,1,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-07-24
243,2,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-07-24
243,3,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-07-24
243,4,Alemania,Nevado Ojos del Salado,-27.1091666,-68.5408333,2014-07-24
244,1,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,2,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,3,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,4,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,5,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,6,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,7,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,8,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,9,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,10,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,11,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,12,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,13,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,14,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,15,Alemania,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,16,Chile,Volcán Guallatiri,-18.4244444,-69.0902778,2016-02-19
244,1,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,2,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,3,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,4,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,5,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,6,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,7,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,8,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,9,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,10,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,11,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,12,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,13,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,14,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,15,Alemania,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
244,16,Chile,Volcán Lascar,-23.3630556,-67.7313889,2016-02-20
245,1,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-07-07
245,2,USA,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-07-07
245,3,España,Torres del Paine: Valle del Silencio,-50.941552,-73.404732,2015-07-07
245,1,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-07-11
245,2,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-07-11
245,3,España,Torres del Paine: Torre Norte,-50.941552,-73.404732,2015-07-11
245,1,USA,Torres del Paine: Valle Bader,-50.941552,-73.404732,2015-07-09
245,2,USA,Torres del Paine: Valle Bader,-50.941552,-73.404732,2015-07-09
245,3,España,Torres del Paine: Valle Bader,-50.941552,-73.404732,2015-07-09
245,1,USA,Torres del Paine: Cuerno Este,-50.941552,-73.404732,2015-07-10
245,2,USA,Torres del Paine: Cuerno Este,-50.941552,-73.404732,2015-07-10
245,3,España,Torres del Paine: Cuerno Este,-50.941552,-73.404732,2015-07-10
246,1,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-12-07
246,2,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-12-07
246,3,USA,Torres del Paine: Torre Norte,-50.941552,-73.404732,2014-12-07
247,1,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,2,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,3,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,4,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,5,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,6,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,7,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,8,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,9,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,10,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,11,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,12,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,13,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,14,Suiza,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,15,Chile,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,16,Chile,Volcán Guallatiri,-18.4244444,-69.0902778,2015-03-08
247,1,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,2,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,3,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,4,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,5,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,6,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,7,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,8,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,9,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,10,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,11,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,12,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,13,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,14,Suiza,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,15,Chile,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,16,Chile,Cerro Soquete,-22.388333,-67.968507,2015-03-15
247,1,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,2,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,3,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,4,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,5,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,6,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,7,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,8,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,9,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,10,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
247,11,Suiza,Volcán Lascar,-23.3630556,-67.7313889,2015-03-11
